STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
"36","119","000203","36119000203","2.03",Census Tract 2.03,G5020,S,"472670","175743","+40.9163028","-073.9076863"
"36","005","038301","36005038301","383.01",Census Tract 383.01,G5020,S,"94777","0","+40.8572074","-073.8985210"
"36","005","018102","36005018102","181.02",Census Tract 181.02,G5020,S,"96381","0","+40.8322650","-073.9181384"
"36","005","020502","36005020502","205.02",Census Tract 205.02,G5020,S,"101460","0","+40.8513770","-073.9194800"
"36","005","022101","36005022101","221.01",Census Tract 221.01,G5020,S,"68119","0","+40.8382778","-073.9181232"
"36","005","024501","36005024501","245.01",Census Tract 245.01,G5020,S,"113064","0","+40.8528793","-073.9154618"
"36","005","027401","36005027401","274.01",Census Tract 274.01,G5020,S,"701116","0","+40.8404445","-073.8226303"
"36","005","029302","36005029302","293.02",Census Tract 293.02,G5020,S,"425237","0","+40.8792795","-073.9158619"
"36","005","005002","36005005002","50.02",Census Tract 50.02,G5020,S,"113902","0","+40.8273629","-073.8784350"
"36","005","040501","36005040501","405.01",Census Tract 405.01,G5020,S,"82860","0","+40.8671293","-073.8909324"
"36","005","032600","36005032600","326",Census Tract 326,G5020,S,"331185","0","+40.8621878","-073.8554777"
"36","005","018500","36005018500","185",Census Tract 185,G5020,S,"412150","0","+40.8267039","-073.9074700"
"36","005","012901","36005012901","129.01",Census Tract 129.01,G5020,S,"156381","0","+40.8226294","-073.8987340"
"36","005","014702","36005014702","147.02",Census Tract 147.02,G5020,S,"116305","0","+40.8365350","-073.9043914"
"36","005","017701","36005017701","177.01",Census Tract 177.01,G5020,S,"106630","0","+40.8331958","-073.9111774"
"36","005","017702","36005017702","177.02",Census Tract 177.02,G5020,S,"140906","0","+40.8361776","-073.9095498"
"36","005","017902","36005017902","179.02",Census Tract 179.02,G5020,S,"77544","0","+40.8370142","-073.9134989"
"36","005","018101","36005018101","181.01",Census Tract 181.01,G5020,S,"77226","0","+40.8316074","-073.9161112"
"36","005","018302","36005018302","183.02",Census Tract 183.02,G5020,S,"112287","0","+40.8279119","-073.9187521"
"36","005","026701","36005026701","267.01",Census Tract 267.01,G5020,S,"69160","0","+40.8693519","-073.9012276"
"36","005","021001","36005021001","210.01",Census Tract 210.01,G5020,S,"192403","0","+40.8408055","-073.8582794"
"36","005","021002","36005021002","210.02",Census Tract 210.02,G5020,S,"172052","0","+40.8384785","-073.8565158"
"36","005","022403","36005022403","224.03",Census Tract 224.03,G5020,S,"124862","0","+40.8564763","-073.8654305"
"36","005","024502","36005024502","245.02",Census Tract 245.02,G5020,S,"100154","0","+40.8551094","-073.9135653"
"36","005","027402","36005027402","274.02",Census Tract 274.02,G5020,S,"504814","706508","+40.8429776","-073.8125504"
"36","005","020000","36005020000","200",Census Tract 200,G5020,S,"341895","0","+40.8428349","-073.8455162"
"36","005","029301","36005029301","293.01",Census Tract 293.01,G5020,S,"286791","733019","+40.8845021","-073.9272361"
"36","005","030900","36005030900","309",Census Tract 309,G5020,S,"1365850","2151862","+40.9010058","-073.9203668"
"36","005","033202","36005033202","332.02",Census Tract 332.02,G5020,S,"115204","0","+40.8633818","-073.8689413"
"36","005","038302","36005038302","383.02",Census Tract 383.02,G5020,S,"145689","0","+40.8574543","-073.8950057"
"36","005","040502","36005040502","405.02",Census Tract 405.02,G5020,S,"141217","0","+40.8658780","-073.8889613"
"36","005","033500","36005033500","335",Census Tract 335,G5020,S,"696563","0","+40.8906400","-073.9070543"
"36","005","033700","36005033700","337",Census Tract 337,G5020,S,"424038","0","+40.9063107","-073.9025182"
"36","005","005100","36005005100","51",Census Tract 51,G5020,S,"510448","0","+40.8132061","-073.9275676"
"36","005","034800","36005034800","348",Census Tract 348,G5020,S,"437468","0","+40.8694471","-073.8530706"
"36","005","036000","36005036000","360",Census Tract 360,G5020,S,"266176","0","+40.8668405","-073.8431182"
"36","005","043400","36005043400","434",Census Tract 434,G5020,S,"350972","0","+40.8982106","-073.8523391"
"36","005","044400","36005044400","444",Census Tract 444,G5020,S,"365065","0","+40.8995005","-073.8437344"
"36","005","001900","36005001900","19",Census Tract 19,G5020,S,"1668013","1143135","+40.8009990","-073.9093729"
"36","005","004200","36005004200","42",Census Tract 42,G5020,S,"483356","0","+40.8239305","-073.8620068"
"36","005","009300","36005009300","93",Census Tract 93,G5020,S,"2307627","1595761","+40.8056822","-073.8856083"
"36","005","037504","36005037504","375.04",Census Tract 375.04,G5020,S,"239719","0","+40.8503062","-073.8926690"
"36","005","011700","36005011700","117",Census Tract 117,G5020,S,"1357971","431176","+40.8072371","-073.8749566"
"36","005","023800","36005023800","238",Census Tract 238,G5020,S,"339546","0","+40.8437081","-073.8610936"
"36","005","045600","36005045600","456",Census Tract 456,G5020,S,"826610","16840","+40.8875466","-073.8207511"
"36","005","005300","36005005300","53",Census Tract 53,G5020,S,"68745","3852","+40.8514521","-073.9227141"
"36","061","019200","36061019200","192",Census Tract 192,G5020,S,"189854","175645","+40.7987751","-073.9294062"
"36","061","021000","36061021000","210",Census Tract 210,G5020,S,"203715","116287","+40.8134960","-073.9351482"
"36","005","007100","36005007100","71",Census Tract 71,G5020,S,"264262","0","+40.8182214","-073.9128301"
"36","005","006100","36005006100","61",Census Tract 61,G5020,S,"242362","0","+40.8222516","-073.9226669"
"36","005","006700","36005006700","67",Census Tract 67,G5020,S,"212430","0","+40.8195023","-073.9181767"
"36","005","006800","36005006800","68",Census Tract 68,G5020,S,"154374","0","+40.8289669","-073.8704820"
"36","005","007300","36005007300","73",Census Tract 73,G5020,S,"140161","0","+40.8146752","-073.9093890"
"36","005","007500","36005007500","75",Census Tract 75,G5020,S,"227618","0","+40.8187768","-073.9086238"
"36","005","007700","36005007700","77",Census Tract 77,G5020,S,"112827","0","+40.8197339","-073.9044231"
"36","005","007900","36005007900","79",Census Tract 79,G5020,S,"197930","0","+40.8157920","-073.9048714"
"36","005","008400","36005008400","84",Census Tract 84,G5020,S,"156789","0","+40.8156088","-073.8477354"
"36","005","019900","36005019900","199",Census Tract 199,G5020,S,"177088","0","+40.8367437","-073.9254470"
"36","005","019700","36005019700","197",Census Tract 197,G5020,S,"148088","0","+40.8352051","-073.9199778"
"36","005","021501","36005021501","215.01",Census Tract 215.01,G5020,S,"91954","0","+40.8494660","-073.9182452"
"36","005","021900","36005021900","219",Census Tract 219,G5020,S,"142939","0","+40.8396448","-073.9196221"
"36","005","022000","36005022000","220",Census Tract 220,G5020,S,"229296","0","+40.8434766","-073.8723175"
"36","005","022500","36005022500","225",Census Tract 225,G5020,S,"180022","0","+40.8401399","-073.9109720"
"36","005","022300","36005022300","223",Census Tract 223,G5020,S,"92765","0","+40.8405251","-073.9150885"
"36","005","022401","36005022401","224.01",Census Tract 224.01,G5020,S,"85053","0","+40.8550184","-073.8685096"
"36","005","000200","36005000200","2",Census Tract 2,G5020,S,"479463","852046","+40.8035344","-073.8606612"
"36","005","036400","36005036400","364",Census Tract 364,G5020,S,"203683","0","+40.8736167","-073.8492139"
"36","005","012101","36005012101","121.01",Census Tract 121.01,G5020,S,"115615","0","+40.8282758","-073.8888941"
"36","005","005400","36005005400","54",Census Tract 54,G5020,S,"196516","0","+40.8298985","-073.8797154"
"36","005","002701","36005002701","27.01",Census Tract 27.01,G5020,S,"82641","0","+40.8050606","-073.9163335"
"36","005","028700","36005028700","287",Census Tract 287,G5020,S,"155302","0","+40.8827147","-073.9046564"
"36","005","024100","36005024100","241",Census Tract 241,G5020,S,"134661","0","+40.8531471","-073.9061863"
"36","005","038200","36005038200","382",Census Tract 382,G5020,S,"157168","0","+40.8773120","-073.8547394"
"36","005","039600","36005039600","396",Census Tract 396,G5020,S,"223225","0","+40.8844238","-073.8589556"
"36","005","015100","36005015100","151",Census Tract 151,G5020,S,"208929","0","+40.8310843","-073.8984813"
"36","005","041500","36005041500","415",Census Tract 415,G5020,S,"135858","0","+40.8701051","-073.8835491"
"36","005","042901","36005042901","429.01",Census Tract 429.01,G5020,S,"102256","0","+40.8749499","-073.8742925"
"36","005","044901","36005044901","449.01",Census Tract 449.01,G5020,S,"158135","0","+40.8974999","-073.8733943"
"36","005","000100","36005000100","1",Census Tract 1,G5020,S,"1677210","1035011","+40.7929362","-073.8812065"
"36","005","000400","36005000400","4",Census Tract 4,G5020,S,"770689","690794","+40.8087867","-073.8514252"
"36","005","001600","36005001600","16",Census Tract 16,G5020,S,"485079","0","+40.8188478","-073.8580764"
"36","005","008500","36005008500","85",Census Tract 85,G5020,S,"181658","0","+40.8162762","-073.8990831"
"36","005","013500","36005013500","135",Census Tract 135,G5020,S,"167404","0","+40.8271333","-073.9020964"
"36","005","014300","36005014300","143",Census Tract 143,G5020,S,"129711","0","+40.8277474","-073.9121298"
"36","005","014900","36005014900","149",Census Tract 149,G5020,S,"155523","0","+40.8326100","-073.9014822"
"36","005","015500","36005015500","155",Census Tract 155,G5020,S,"114986","0","+40.8355263","-073.8899863"
"36","005","016000","36005016000","160",Census Tract 160,G5020,S,"494499","2614648","+40.8318544","-073.8006782"
"36","005","016200","36005016200","162",Census Tract 162,G5020,S,"180646","0","+40.8288502","-073.8217592"
"36","005","008900","36005008900","89",Census Tract 89,G5020,S,"110291","0","+40.8185668","-073.8939061"
"36","005","008600","36005008600","86",Census Tract 86,G5020,S,"187658","0","+40.8198788","-073.8498059"
"36","005","008700","36005008700","87",Census Tract 87,G5020,S,"213574","0","+40.8196720","-073.8972847"
"36","005","011502","36005011502","115.02",Census Tract 115.02,G5020,S,"336295","10037","+40.8200657","-073.8865202"
"36","005","002800","36005002800","28",Census Tract 28,G5020,S,"414588","24677","+40.8225183","-073.8782336"
"36","005","002000","36005002000","20",Census Tract 20,G5020,S,"395564","0","+40.8175801","-073.8660962"
"36","005","002300","36005002300","23",Census Tract 23,G5020,S,"104645","0","+40.8090823","-073.9258441"
"36","005","002400","36005002400","24",Census Tract 24,G5020,S,"675911","263388","+40.8157352","-073.8710826"
"36","005","002500","36005002500","25",Census Tract 25,G5020,S,"127492","0","+40.8070025","-073.9208749"
"36","005","002702","36005002702","27.02",Census Tract 27.02,G5020,S,"155504","0","+40.8064490","-073.9137729"
"36","005","003500","36005003500","35",Census Tract 35,G5020,S,"142005","0","+40.8109651","-073.9086696"
"36","005","003700","36005003700","37",Census Tract 37,G5020,S,"165973","0","+40.8114570","-073.9121722"
"36","005","003900","36005003900","39",Census Tract 39,G5020,S,"216210","0","+40.8097217","-073.9214264"
"36","005","004300","36005004300","43",Census Tract 43,G5020,S,"225393","0","+40.8136213","-073.9170376"
"36","005","004400","36005004400","44",Census Tract 44,G5020,S,"265578","0","+40.8265155","-073.8664136"
"36","005","004800","36005004800","48",Census Tract 48,G5020,S,"150832","0","+40.8270172","-073.8743044"
"36","005","016900","36005016900","169",Census Tract 169,G5020,S,"92915","0","+40.8377899","-073.9027247"
"36","005","017300","36005017300","173",Census Tract 173,G5020,S,"165273","0","+40.8262960","-073.9165227"
"36","005","017500","36005017500","175",Census Tract 175,G5020,S,"151593","0","+40.8308225","-073.9136512"
"36","005","018400","36005018400","184",Census Tract 184,G5020,S,"447411","0","+40.8374159","-073.8292813"
"36","005","018900","36005018900","189",Census Tract 189,G5020,S,"355570","0","+40.8317231","-073.9302072"
"36","005","019300","36005019300","193",Census Tract 193,G5020,S,"241287","0","+40.8363471","-073.9293230"
"36","005","012102","36005012102","121.02",Census Tract 121.02,G5020,S,"49643","0","+40.8260035","-073.8879696"
"36","005","012300","36005012300","123",Census Tract 123,G5020,S,"303328","0","+40.8301150","-073.8860075"
"36","005","012500","36005012500","125",Census Tract 125,G5020,S,"169640","0","+40.8286360","-073.8935227"
"36","005","012701","36005012701","127.01",Census Tract 127.01,G5020,S,"108718","0","+40.8256346","-073.8923283"
"36","005","042902","36005042902","429.02",Census Tract 429.02,G5020,S,"94576","0","+40.8771176","-073.8739090"
"36","005","040900","36005040900","409",Census Tract 409,G5020,S,"825703","345779","+40.8768570","-073.8944200"
"36","005","041100","36005041100","411",Census Tract 411,G5020,S,"121611","0","+40.8755828","-073.8871372"
"36","005","041300","36005041300","413",Census Tract 413,G5020,S,"173358","0","+40.8740946","-073.8851972"
"36","005","041400","36005041400","414",Census Tract 414,G5020,S,"522982","0","+40.9035524","-073.8540950"
"36","005","041800","36005041800","418",Census Tract 418,G5020,S,"268871","0","+40.8971155","-073.8584637"
"36","005","040800","36005040800","408",Census Tract 408,G5020,S,"124014","0","+40.8897429","-073.8617074"
"36","005","041900","36005041900","419",Census Tract 419,G5020,S,"325906","0","+40.8768559","-073.8816837"
"36","005","042100","36005042100","421",Census Tract 421,G5020,S,"246182","0","+40.8814613","-073.8827340"
"36","005","042200","36005042200","422",Census Tract 422,G5020,S,"174693","0","+40.8910971","-073.8552753"
"36","005","042300","36005042300","423",Census Tract 423,G5020,S,"180376","0","+40.8770682","-073.8773210"
"36","005","042400","36005042400","424",Census Tract 424,G5020,S,"175087","0","+40.8892825","-073.8495388"
"36","005","042500","36005042500","425",Census Tract 425,G5020,S,"293818","0","+40.8710473","-073.8790905"
"36","005","042600","36005042600","426",Census Tract 426,G5020,S,"507577","0","+40.8908411","-073.8419292"
"36","005","043000","36005043000","430",Census Tract 430,G5020,S,"206163","0","+40.8934599","-073.8506574"
"36","005","035100","36005035100","351",Census Tract 351,G5020,S,"580468","0","+40.8950697","-073.8999975"
"36","005","035600","36005035600","356",Census Tract 356,G5020,S,"397359","0","+40.8668995","-073.8360435"
"36","005","035800","36005035800","358",Census Tract 358,G5020,S,"651471","0","+40.8739819","-073.8425963"
"36","005","036100","36005036100","361",Census Tract 361,G5020,S,"164834","0","+40.8422604","-073.8795761"
"36","005","036300","36005036300","363",Census Tract 363,G5020,S,"221467","0","+40.8445438","-073.8827576"
"36","005","044800","36005044800","448",Census Tract 448,G5020,S,"168089","0","+40.8954712","-073.8413102"
"36","005","043500","36005043500","435",Census Tract 435,G5020,S,"6714066","32176","+40.8952301","-073.8812755"
"36","005","043600","36005043600","436",Census Tract 436,G5020,S,"154651","0","+40.8972795","-073.8497590"
"36","005","044200","36005044200","442",Census Tract 442,G5020,S,"242879","0","+40.9038714","-073.8461971"
"36","005","045102","36005045102","451.02",Census Tract 451.02,G5020,S,"205999","0","+40.9003682","-073.8641477"
"36","005","045800","36005045800","458",Census Tract 458,G5020,S,"239682","0","+40.8858611","-073.8452028"
"36","005","046201","36005046201","462.01",Census Tract 462.01,G5020,S,"2059737","134333","+40.8756347","-073.8269340"
"36","005","046202","36005046202","462.02",Census Tract 462.02,G5020,S,"939524","14970","+40.8794276","-073.8341062"
"36","005","004100","36005004100","41",Census Tract 41,G5020,S,"184733","0","+40.8113856","-073.9194099"
"36","005","048400","36005048400","484",Census Tract 484,G5020,S,"697175","0","+40.8863051","-073.8345873"
"36","005","037200","36005037200","372",Census Tract 372,G5020,S,"186530","0","+40.8738025","-073.8632803"
"36","005","037000","36005037000","370",Census Tract 370,G5020,S,"158885","0","+40.8730921","-073.8590214"
"36","005","037300","36005037300","373",Census Tract 373,G5020,S,"173453","0","+40.8486733","-073.8901415"
"36","005","037400","36005037400","374",Census Tract 374,G5020,S,"167070","0","+40.8745379","-073.8666711"
"36","005","050400","36005050400","504",Census Tract 504,G5020,S,"7243541","8954640","+40.8695935","-073.7958478"
"36","005","051600","36005051600","516",Census Tract 516,G5020,S,"1538437","7811636","+40.8465376","-073.7784539"
"36","005","011900","36005011900","119",Census Tract 119,G5020,S,"166999","0","+40.8232738","-073.8895720"
"36","005","024400","36005024400","244",Census Tract 244,G5020,S,"175718","0","+40.8462265","-073.8575198"
"36","005","031200","36005031200","312",Census Tract 312,G5020,S,"202061","0","+40.8620616","-073.8424492"
"36","005","031400","36005031400","314",Census Tract 314,G5020,S,"211194","0","+40.8615367","-073.8455326"
"36","005","032800","36005032800","328",Census Tract 328,G5020,S,"204657","0","+40.8617366","-073.8631301"
"36","005","039800","36005039800","398",Census Tract 398,G5020,S,"201853","0","+40.8826970","-073.8534698"
"36","119","001302","36119001302","13.02",Census Tract 13.02,G5020,S,"367782","0","+40.9122351","-073.8889545"
"36","119","001303","36119001303","13.03",Census Tract 13.03,G5020,S,"369783","0","+40.9145600","-073.8944077"
"36","119","001403","36119001403","14.03",Census Tract 14.03,G5020,S,"445380","0","+40.9103700","-073.8813686"
"36","119","001502","36119001502","15.02",Census Tract 15.02,G5020,S,"434043","0","+40.9042347","-073.8619595"
"36","119","001503","36119001503","15.03",Census Tract 15.03,G5020,S,"775771","355475","+40.9086985","-073.8703224"
"36","119","001505","36119001505","15.05",Census Tract 15.05,G5020,S,"247573","0","+40.9109725","-073.8538695"
